State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
California_Sutter County,Sutter,CA,California,"Sutter, CA",12,96385,94737,4431816,39.0361898,-121.7039397
California_Tehama County,Tehama,CA,California,"Tehama, CA",12,64494,63463,2336651,40.1261573,-122.2322737
California_Trinity County,Trinity,CA,California,"Trinity, CA",12,12216,13786,468566,40.6478033,-123.114476
California_Tulare County,Tulare,CA,California,"Tulare, CA",12,468680,442179,20580771,36.2288339,-118.7810551
California_Tuolumne County,Tuolumne,CA,California,"Tuolumne, CA",12,54515,55365,2793685,38.0214344,-119.9647335
California_Ventura County,Ventura,CA,California,"Ventura, CA",12,841387,823318,58332732,34.3587415,-119.1331432
California_Yolo County,Yolo,CA,California,"Yolo, CA",12,219728,200849,17360736,38.6795955,-121.9024413
California_Yuba County,Yuba,CA,California,"Yuba, CA",12,80160,72155,3672234,39.27013,-121.3442587
Colorado_Adams County,Adams,CO,Colorado,"Adams, CO",10,519883,441603,33769461,39.8743252,-104.3318718
Colorado_Alamosa County,Alamosa,CO,Colorado,"Alamosa, CO",10,16180,15445,794161,37.5684423,-105.7880414
Colorado_Arapahoe County,Arapahoe,CO,Colorado,"Arapahoe, CO",10,657452,572003,53961953,39.6445537,-104.3317065
Colorado_Archuleta County,Archuleta,CO,Colorado,"Archuleta, CO",10,14196,12084,631103,37.2023952,-107.0508634
Colorado_Baca County,Baca,CO,Colorado,"Baca, CO",10,3555,3788,201745,37.3097802,-102.5437412
Colorado_Bent County,Bent,CO,Colorado,"Bent, CO",10,5356,6499,153562,37.9318907,-103.0775841
Colorado_Boulder County,Boulder,CO,Colorado,"Boulder, CO",10,327171,294567,33182418,40.0949699,-105.3976911
Colorado_Broomfield County,Broomfield,CO,Colorado,"Broomfield, CO",10,72236,55889,8786441,39.9535933,-105.0507868
Colorado_Chaffee County,Chaffee,CO,Colorado,"Chaffee, CO",10,20661,17809,1013481,38.7382234,-106.3166833
Colorado_Cheyenne County,Cheyenne,CO,Colorado,"Cheyenne, CO",10,1795,1836,313774,38.8356456,-102.6017914
Colorado_Clear Creek County,Clear Creek,CO,Colorado,"Clear Creek, CO",10,9586,9088,598490,39.669732,-105.69257
Colorado_Conejos County,Conejos,CO,Colorado,"Conejos, CO",10,8143,8256,237289,37.2134065,-106.1764473
Colorado_Costilla County,Costilla,CO,Colorado,"Costilla, CO",10,3921,3524,94189,37.2775474,-105.4289399
Colorado_Crowley County,Crowley,CO,Colorado,"Crowley, CO",10,5696,5823,139926,38.3061801,-103.7727363
Colorado_Custer County,Custer,CO,Colorado,"Custer, CO",10,5183,4255,169721,38.1019939,-105.3735148
Colorado_Delta County,Delta,CO,Colorado,"Delta, CO",10,31067,30952,1040344,38.8617559,-107.864757
Colorado_Denver County,Denver,CO,Colorado,"Denver, CO",10,735538,600158,94022018,39.7618502,-104.8811054
Colorado_Dolores County,Dolores,CO,Colorado,"Dolores, CO",10,2096,2064,107817,37.7117226,-108.5241156
Colorado_Douglas County,Douglas,CO,Colorado,"Douglas, CO",10,360750,285465,22704068,39.325414,-104.9259871
Colorado_Eagle County,Eagle,CO,Colorado,"Eagle, CO",10,54929,52197,4889858,39.6269919,-106.6951694
Colorado_El Paso County,Elbert,CO,Colorado,"Elbert, CO",10,728310,622263,910721,38.8273831,-104.5274718
Colorado_Elbert County,El Paso,CO,Colorado,"El Paso, CO",10,27313,23086,42424517,39.3151572,-104.1140759
Colorado_Fremont County,Fremont,CO,Colorado,"Fremont, CO",10,47867,46824,1663451,38.4551696,-105.4249583
Colorado_Garfield County,Garfield,CO,Colorado,"Garfield, CO",10,60366,56389,4320562,39.5993517,-107.9097802
Colorado_Gilpin County,Gilpin,CO,Colorado,"Gilpin, CO",10,6235,5441,726224,39.8611555,-105.5288778
Colorado_Grand County,Grand,CO,Colorado,"Grand, CO",10,15794,14843,1137289,40.1232049,-106.0959348
Colorado_Gunnison County,Gunnison,CO,Colorado,"Gunnison, CO",10,17593,15324,1217610,38.6726401,-107.0665057
Colorado_Hinsdale County,Hinsdale,CO,Colorado,"Hinsdale, CO",10,808,843,41554,37.8211654,-107.3382613
Colorado_Huerfano County,Huerfano,CO,Colorado,"Huerfano, CO",10,6883,6711,308227,37.6878154,-104.9599278
Colorado_Jackson County,Jackson,CO,Colorado,"Jackson, CO",10,1389,1394,116142,40.6634319,-106.3292476
Colorado_Jefferson County,Jefferson,CO,Colorado,"Jefferson, CO",10,583283,534543,37372859,39.5795106,-105.245462
Colorado_Kiowa County,Kiowa,CO,Colorado,"Kiowa, CO",10,1458,1398,134816,38.387663,-102.7568494
Colorado_Kit Carson County,Kit Carson,CO,Colorado,"Kit Carson, CO",10,7121,8270,553839,39.3053399,-102.6030226
Colorado_La Plata County,Lake,CO,Colorado,"Lake, CO",10,56564,51334,357844,37.2873673,-107.8397178
Colorado_Lake County,La Plata,CO,Colorado,"La Plata, CO",10,7987,7310,3579155,39.2053405,-106.350079
Colorado_Larimer County,Larimer,CO,Colorado,"Larimer, CO",10,360428,299630,24381467,40.6580933,-105.4867638
Colorado_Las Animas County,Las Animas,CO,Colorado,"Las Animas, CO",10,14420,15507,631969,37.3188308,-104.0441103
Colorado_Lincoln County,Lincoln,CO,Colorado,"Lincoln, CO",10,5680,5467,440138,38.9937401,-103.5075545
Colorado_Logan County,Logan,CO,Colorado,"Logan, CO",10,21974,22709,1165381,40.7280911,-103.0904639
Colorado_Mesa County,Mesa,CO,Colorado,"Mesa, CO",10,155603,146723,7444077,39.0194206,-108.4618935
Colorado_Mineral County,Mineral,CO,Colorado,"Mineral, CO",10,773,712,66337,37.5490672,-107.003236
Colorado_Moffat County,Moffat,CO,Colorado,"Moffat, CO",10,13144,13795,1208562,40.6108644,-108.2171545
Colorado_Montezuma County,Montezuma,CO,Colorado,"Montezuma, CO",10,26408,25535,1559900,37.3380247,-108.5957864
Colorado_Montrose County,Montrose,CO,Colorado,"Montrose, CO",10,43322,41276,1908528,38.4075069,-108.2662815
Colorado_Morgan County,Morgan,CO,Colorado,"Morgan, CO",10,28941,28159,1743232,40.263159,-103.8122102
Colorado_Otero County,Otero,CO,Colorado,"Otero, CO",10,18201,18831,700722,37.8841698,-103.7212597
Colorado_Ouray County,Ouray,CO,Colorado,"Ouray, CO",10,5001,4436,337576,38.1547313,-107.7884802
Colorado_Park County,Park,CO,Colorado,"Park, CO",10,18955,16206,546817,39.1189141,-105.7176479
Colorado_Phillips County,Phillips,CO,Colorado,"Phillips, CO",10,4367,4442,226807,40.5947117,-102.3451047
Colorado_Pitkin County,Pitkin,CO,Colorado,"Pitkin, CO",10,17894,17148,2639457,39.2173323,-106.9157831
Colorado_Prowers County,Prowers,CO,Colorado,"Prowers, CO",10,12106,12551,596025,37.9581814,-102.3921613
Colorado_Pueblo County,Pueblo,CO,Colorado,"Pueblo, CO",10,169823,159063,7436671,38.1706581,-104.4898924
Colorado_Rio Blanco County,Rio Blanco,CO,Colorado,"Rio Blanco, CO",10,6342,6666,679943,39.9726223,-108.2007155
Colorado_Rio Grande County,Rio Grande,CO,Colorado,"Rio Grande, CO",10,11296,11982,525325,37.4858534,-106.453128
Colorado_Routt County,Routt,CO,Colorado,"Routt, CO",10,25560,23509,2293491,40.4836638,-106.9877021
Colorado_Saguache County,Saguache,CO,Colorado,"Saguache, CO",10,6938,6108,241611,38.0316514,-106.2346662
Colorado_San Juan County,San Juan,CO,Colorado,"San Juan, CO",10,748,699,42742,37.7810745,-107.6702566
Colorado_San Miguel County,San Miguel,CO,Colorado,"San Miguel, CO",10,8105,7359,779643,38.009319,-108.4272635
Colorado_Sedgwick County,Sedgwick,CO,Colorado,"Sedgwick, CO",10,2260,2379,93821,40.8715679,-102.3553579
Colorado_Summit County,Summit,CO,Colorado,"Summit, CO",10,30631,27994,3083152,39.6210227,-106.1375545
Colorado_Teller County,Teller,CO,Colorado,"Teller, CO",10,25529,23350,1097579,38.8699759,-105.1873651
Colorado_Washington County,Washington,CO,Colorado,"Washington, CO",10,4875,4814,204551,39.9657899,-103.2097445
Colorado_Weld County,Weld,CO,Colorado,"Weld, CO",10,333983,252825,22082249,40.555961,-104.383666
Colorado_Yuma County,Yuma,CO,Colorado,"Yuma, CO",10,10047,10043,525068,40.0006314,-102.4226489
Connecticut_Fairfield County,Fairfield,CT,Connecticut,"Fairfield, CT",2,942426,916829,98751750,41.2274128,-73.3670614
Connecticut_Hartford County,Hartford,CT,Connecticut,"Hartford, CT",1,889226,894014,89505307,41.8060534,-72.7329157
Connecticut_Litchfield County,Litchfield,CT,Connecticut,"Litchfield, CT",1,179610,189927,9357182,41.7918833,-73.2354042
Connecticut_Middlesex County,Middlesex,CT,Connecticut,"Middlesex, CT",1,161657,165676,10650029,41.4330028,-72.5227802
Connecticut_New Haven County,New Haven,CT,Connecticut,"New Haven, CT",1,851948,862477,57541201,41.3497173,-72.9002037
Connecticut_New London County,New London,CT,Connecticut,"New London, CT",1,264999,274055,20743047,41.4726517,-72.1086339
Connecticut_Tolland County,Tolland,CT,Connecticut,"Tolland, CT",1,150600,152691,6352285,41.8580807,-72.3409779
Connecticut_Windham County,Windham,CT,Connecticut,"Windham, CT",1,116540,118428,5494372,41.8249987,-71.9907017
Delaware_Kent County,Kent,DE,Delaware,"Kent, DE",3,183643,162310,9984324,39.0970884,-75.5029819
Delaware_New Castle County,New Castle,DE,Delaware,"New Castle, DE",3,561531,538479,55874458,39.5759152,-75.6441324
Delaware_Sussex County,Sussex,DE,Delaware,"Sussex, DE",3,241635,197145,15301229,38.6732275,-75.3370237
District of Columbia_District of Columbia,District of Columbia,DC,District of Columbia,"District of Columbia, DC",5,712816,601723,153670489,38.9041031,-77.017229
Florida_Alachua County,Alachua,FL,Florida,"Alachua, FL",6,271218,247336,16672138,29.6757403,-82.357221
Florida_Baker County,Baker,FL,Florida,"Baker, FL",6,29566,27115,810732,30.3244416,-82.3022838
Florida_Bay County,Bay,FL,Florida,"Bay, FL",6,171322,168852,10269545,30.2382184,-85.6316802
Florida_Bradford County,Bradford,FL,Florida,"Bradford, FL",6,28593,28520,773155,29.9523863,-82.1666793
Florida_Brevard County,Brevard,FL,Florida,"Brevard, FL",6,608459,543376,30589541,28.2986776,-80.7005344
Florida_Broward County,Broward,FL,Florida,"Broward, FL",6,1958105,1748066,127254783,26.1935353,-80.4766834
Florida_Calhoun County,Calhoun,FL,Florida,"Calhoun, FL",6,14078,14625,334464,30.3888013,-85.1979155
Florida_Charlotte County,Charlotte,FL,Florida,"Charlotte, FL",6,194711,159978,6911071,26.8689745,-81.9412782
Florida_Citrus County,Citrus,FL,Florida,"Citrus, FL",6,153010,141236,5247686,28.8436402,-82.5248099
Florida_Clay County,Clay,FL,Florida,"Clay, FL",6,221770,190865,6385972,29.9865835,-81.8650364
Florida_Collier County,Collier,FL,Florida,"Collier, FL",6,392973,321520,24020049,26.118786,-81.4009553
Florida_Columbia County,Columbia,FL,Florida,"Columbia, FL",6,72654,67531,2867288,30.2212256,-82.6231143
Florida_DeSoto County,DeSoto,FL,Florida,"DeSoto, FL",6,38520,34862,1069168,27.1905809,-81.8062531
Florida_Dixie County,Dixie,FL,Florida,"Dixie, FL",6,17057,16422,386263,29.5808994,-83.1956656
Florida_Duval County,Duval,FL,Florida,"Duval, FL",6,966728,864263,78166365,30.3352449,-81.6481132
Florida_Escambia County,Escambia,FL,Florida,"Escambia, FL",6,322364,297619,18538362,30.6116382,-87.3388996
Florida_Flagler County,Flagler,FL,Florida,"Flagler, FL",6,118451,95696,3622445,29.4748818,-81.2862729
Florida_Franklin County,Franklin,FL,Florida,"Franklin, FL",6,12201,11549,446179,29.8101756,-84.7991742
Florida_Gadsden County,Gadsden,FL,Florida,"Gadsden, FL",6,45277,46389,1485074,30.5786866,-84.6126072
Florida_Gilchrist County,Gilchrist,FL,Florida,"Gilchrist, FL",6,18885,16939,430633,29.7234556,-82.7958011
Florida_Glades County,Glades,FL,Florida,"Glades, FL",6,14198,12884,383959,26.9548102,-81.1908197
Florida_Gulf County,Gulf,FL,Florida,"Gulf, FL",6,13534,15863,527676,29.9072571,-85.2565366
Florida_Hamilton County,Hamilton,FL,Florida,"Hamilton, FL",6,14521,14799,539641,30.4911868,-82.9510714
Florida_Hardee County,Hardee,FL,Florida,"Hardee, FL",6,26822,27731,1148716,27.4928458,-81.8215798
Florida_Hendry County,Hendry,FL,Florida,"Hendry, FL",6,42813,39140,1474682,26.539967,-81.1521142
Florida_Hernando County,Hernando,FL,Florida,"Hernando, FL",6,198792,172778,5301331,28.5730426,-82.4662272
Florida_Highlands County,Highlands,FL,Florida,"Highlands, FL",6,106639,98786,2894022,27.3410799,-81.3423534
Florida_Hillsborough County,Hillsborough,FL,Florida,"Hillsborough, FL",6,1497957,1229226,110060883,27.9066072,-82.3497186
Florida_Holmes County,Holmes,FL,Florida,"Holmes, FL",6,19594,19927,472689,30.8620072,-85.8159385
Florida_Indian River County,Indian River,FL,Florida,"Indian River, FL",6,162518,138028,8063835,27.7005283,-80.5747894
Florida_Jackson County,Jackson,FL,Florida,"Jackson, FL",6,46085,49746,1622034,30.7892485,-85.2088141
Florida_Jefferson County,Jefferson,FL,Florida,"Jefferson, FL",6,14543,14761,346943,30.4245577,-83.8908594
Florida_Lafayette County,Lafayette,FL,Florida,"Lafayette, FL",6,8482,8870,172380,29.9900661,-83.1785097
Florida_Lake County,Lake,FL,Florida,"Lake, FL",6,375492,297052,12557952,28.7641128,-81.7122822
Florida_Lee County,Lee,FL,Florida,"Lee, FL",6,790767,618754,39813620,26.5590348,-81.8919943
Florida_Leon County,Leon,FL,Florida,"Leon, FL",6,295460,275487,17499450,30.4593104,-84.2778004
Florida_Levy County,Levy,FL,Florida,"Levy, FL",6,42214,40801,1251113,29.2844566,-82.783462
Florida_Liberty County,Liberty,FL,Florida,"Liberty, FL",6,8364,8365,290489,30.2598494,-84.8685805
Florida_Madison County,Madison,FL,Florida,"Madison, FL",6,18707,19224,477303,30.4472325,-83.4704159
Florida_Manatee County,Manatee,FL,Florida,"Manatee, FL",6,411219,322833,18486672,27.4816825,-82.3687669
Florida_Marion County,Marion,FL,Florida,"Marion, FL",6,373513,331298,12907979,29.2028047,-82.0431004
Florida_Martin County,Martin,FL,Florida,"Martin, FL",6,162088,146318,9242149,27.0836036,-80.3982011
Florida_Miami-Dade County,Miami-Dade,FL,Florida,"Miami-Dade, FL",6,2707303,2496435,186265336,25.6105799,-80.4970989
Florida_Monroe County,Monroe,FL,Florida,"Monroe, FL",6,73900,73090,6105662,24.7688833,-80.9532703
Florida_Nassau County,Nassau,FL,Florida,"Nassau, FL",6,91113,73314,3426493,30.6059629,-81.7650867
Florida_Okaloosa County,Okaloosa,FL,Florida,"Okaloosa, FL",6,212820,180822,14558289,30.665851,-86.5941872
Florida_Okeechobee County,Okeechobee,FL,Florida,"Okeechobee, FL",6,42297,39996,1945246,27.3855924,-80.8873884
Florida_Orange County,Orange,FL,Florida,"Orange, FL",6,1404396,1145956,114193711,28.5143906,-81.3232839
Florida_Osceola County,Osceola,FL,Florida,"Osceola, FL",6,385315,268685,13790534,28.0590267,-81.1393116
Florida_Palm Beach County,Palm Beach,FL,Florida,"Palm Beach, FL",6,1507600,1320134,103627747,26.6491257,-80.4483542
Florida_Pasco County,Pasco,FL,Florida,"Pasco, FL",6,570412,464697,17157117,28.3077107,-82.4648324
Florida_Pinellas County,Pinellas,FL,Florida,"Pinellas, FL",6,976802,916542,58189201,27.9031078,-82.7395188
Florida_Polk County,Polk,FL,Florida,"Polk, FL",6,744552,602095,33144404,27.9535813,-81.6934703
Florida_Putnam County,Putnam,FL,Florida,"Putnam, FL",6,74815,74364,2584846,29.5938964,-81.7320389
Florida_Santa Rosa County,St. Johns,FL,Florida,"St. Johns, FL",6,189139,151372,12577700,30.7018378,-87.0127623
Florida_Sarasota County,St. Lucie,FL,Florida,"St. Lucie, FL",6,443465,379448,11520062,27.1843855,-82.3658351
Florida_Seminole County,Santa Rosa,FL,Florida,"Santa Rosa, FL",6,474171,422718,5770655,28.6900918,-81.1319894
Florida_St. Johns County,Sarasota,FL,Florida,"Sarasota, FL",6,278715,190039,26259341,29.8906441,-81.3839483
Florida_St. Lucie County,Seminole,FL,Florida,"Seminole, FL",6,337186,277789,26737776,27.3798137,-80.4435357
Florida_Sumter County,Sumter,FL,Florida,"Sumter, FL",6,139018,93420,5507387,28.7141008,-82.0743472
Florida_Suwannee County,Suwannee,FL,Florida,"Suwannee, FL",6,44851,41551,1413575,30.1892438,-82.9927542
Florida_Taylor County,Taylor,FL,Florida,"Taylor, FL",6,21600,22570,795059,30.0099084,-83.6094825
Florida_Union County,Union,FL,Florida,"Union, FL",6,15182,15535,382091,30.0542796,-82.366918
Florida_Volusia County,Volusia,FL,Florida,"Volusia, FL",6,561497,494593,21893574,29.057769,-81.161792
Florida_Wakulla County,Wakulla,FL,Florida,"Wakulla, FL",6,34319,30776,817495,30.139432,-84.3748463
Florida_Walton County,Walton,FL,Florida,"Walton, FL",6,76648,55043,4341108,30.6312106,-86.1766139
Florida_Washington County,Washington,FL,Florida,"Washington, FL",6,25932,24896,737497,30.6022166,-85.6627968
Georgia_Appling County,Appling,GA,Georgia,"Appling, GA",6,18325,18236,1907637,31.739712,-82.2901025
Georgia_Atkinson County,Atkinson,GA,Georgia,"Atkinson, GA",6,8393,8375,285076,31.2968056,-82.8781511
Georgia_Bacon County,Bacon,GA,Georgia,"Bacon, GA",6,11036,11096,386985,31.5502095,-82.4514325
Georgia_Baker County,Baker,GA,Georgia,"Baker, GA",6,2971,3451,74630,31.3195798,-84.4548812
Georgia_Baldwin County,Baldwin,GA,Georgia,"Baldwin, GA",6,45099,45720,1575236,33.0594897,-83.2554566
Georgia_Banks County,Banks,GA,Georgia,"Banks, GA",6,19352,18395,473319,34.3519216,-83.4984409
Georgia_Barrow County,Barrow,GA,Georgia,"Barrow, GA",6,85588,69367,2789253,33.9920094,-83.7123025
Georgia_Bartow County,Bartow,GA,Georgia,"Bartow, GA",6,109426,100157,5872590,34.2409175,-84.8381879
Georgia_Ben Hill County,Ben Hill,GA,Georgia,"Ben Hill, GA",6,16614,17634,618613,31.7407715,-83.147197
Georgia_Berrien County,Berrien,GA,Georgia,"Berrien, GA",6,19408,19286,418634,31.2886522,-83.2278695
Georgia_Bibb County,Bibb,GA,Georgia,"Bibb, GA",6,152737,155547,9204709,32.8088446,-83.6941941
Georgia_Bleckley County,Bleckley,GA,Georgia,"Bleckley, GA",6,12955,13063,270342,32.4354034,-83.3317174
Georgia_Brantley County,Brantley,GA,Georgia,"Brantley, GA",6,19202,18411,300269,31.1973339,-81.9829779
Georgia_Brooks County,Brooks,GA,Georgia,"Brooks, GA",6,15357,16243,592130,30.8229337,-83.5819054
Georgia_Bryan County,Bryan,GA,Georgia,"Bryan, GA",6,40755,30233,1327077,32.0179692,-81.4385431
Georgia_Bulloch County,Bulloch,GA,Georgia,"Bulloch, GA",6,80839,70217,2873671,32.3917111,-81.744021
Georgia_Burke County,Burke,GA,Georgia,"Burke, GA",6,22648,23316,3506549,33.0601805,-82.0001638
Georgia_Butts County,Butts,GA,Georgia,"Butts, GA",6,25426,23655,857150,33.2903551,-83.9582206
Georgia_Calhoun County,Calhoun,GA,Georgia,"Calhoun, GA",6,6231,6694,132756,31.521279,-84.6262895
Georgia_Camden County,Camden,GA,Georgia,"Camden, GA",6,55388,50513,2091947,30.913358,-81.6420193
Georgia_Candler County,Candler,GA,Georgia,"Candler, GA",6,10985,10998,321783,32.4039497,-82.0712656
Georgia_Carroll County,Carroll,GA,Georgia,"Carroll, GA",6,121633,110527,5921898,33.5822366,-85.0805272
Georgia_Catoosa County,Catoosa,GA,Georgia,"Catoosa, GA",6,67996,63942,1793063,34.9002176,-85.1393857
Georgia_Charlton County,Charlton,GA,Georgia,"Charlton, GA",6,13430,12171,232244,30.7799036,-82.1396442
Georgia_Chatham County,Chatham,GA,Georgia,"Chatham, GA",6,289463,265128,21961700,31.9804037,-81.085184
Georgia_Chattahoochee County,Chattahoochee,GA,Georgia,"Chattahoochee, GA",6,10551,11267,1812064,32.3474454,-84.7880206
Georgia_Chattooga County,Chattooga,GA,Georgia,"Chattooga, GA",6,24843,26015,590607,34.4741785,-85.3452894
Georgia_Cherokee County,Cherokee,GA,Georgia,"Cherokee, GA",6,265274,214346,9248071,34.2443166,-84.4750574
Georgia_Clarke County,Clarke,GA,Georgia,"Clarke, GA",6,127795,116714,8712609,33.9521852,-83.3671522
Georgia_Clay County,Clay,GA,Georgia,"Clay, GA",6,2866,3183,106748,31.6198309,-84.9925826
Georgia_Clayton County,Clayton,GA,Georgia,"Clayton, GA",6,292646,259424,16283997,33.5426863,-84.3555727
Georgia_Clinch County,Clinch,GA,Georgia,"Clinch, GA",6,6582,6798,262524,30.9176531,-82.7026143
Georgia_Cobb County,Cobb,GA,Georgia,"Cobb, GA",6,762944,688078,62965045,33.9399407,-84.5741668
Georgia_Coffee County,Coffee,GA,Georgia,"Coffee, GA",6,43218,42356,1751462,31.5492452,-82.8449401
Georgia_Colquitt County,Colquitt,GA,Georgia,"Colquitt, GA",6,45542,45498,1736451,31.1897075,-83.769773
Georgia_Columbia County,Columbia,GA,Georgia,"Columbia, GA",6,160377,124053,4974195,33.5476313,-82.2522957
Georgia_Cook County,Cook,GA,Georgia,"Cook, GA",6,17291,17212,436702,31.1525157,-83.4294448
Georgia_Coweta County,Coweta,GA,Georgia,"Coweta, GA",6,150849,127317,5930335,33.3528965,-84.7621381
Georgia_Crawford County,Crawford,GA,Georgia,"Crawford, GA",6,12231,12630,171661,32.7094283,-83.9791874
